SpeciesCode,AreaRange_km2,nHUCs,Prop_CONUS,AreaHab_km2,PropHab_CONUS,ScientificName,CommonName,LogAreaRange,LogAreaHabitat
bBLJAx,5315769.176934914,54072,0.6559815406152223,1947884.2038,0.24045911921290392,Cyanocitta cristata,Blue Jay,6.7255661146033,6.289563135732821
bBLOYx,89922.69653558855,783,0.01109672505451091,1373.2505999999998,0.00016952272064756492,Haematopus bachmani,Black Oystercatcher,4.953869321723287,3.137749797445177
bBLPHx,940071.2148141958,9404,0.1160075509782411,79842.6216,0.009856277097032424,Sayornis nigricans,Black Phoebe,5.973160754694727,4.902234788396069
bBLPWx,42877.825487322676,480,0.0052912496922266124,17352.9198,0.0021421539343765795,Dendroica striata,Blackpoll Warbler,4.632232752365617,4.239372559607645
bBLRAc,41439.52467780485,411,0.0051137591448587065,663.8598,8.195104333072807e-05,Laterallus jamaicensis coturniculus,California Black Rail,4.617414765294359,2.8220763707605436
bBLRAx,399586.70186231204,3279,0.049310173480507466,25566.7419,0.0031561199718260404,Laterallus jamaicensis,Black Rail,5.60161102659119,4.407675387196989
bBLRFx,1256085.396202242,12750,0.1550046297947292,930320.7561,0.11484466538661747,Leucosticte atrata,Black Rosy-finch,6.099019166342801,5.968632710475572
bBLSCx,263581.1047362725,1558,0.03252668304564334,7352.3286,0.0009076178429245923,Melanitta nigra,Black Scoter,5.420914273892767,3.8664249088755565
bBLSKx,307412.9337724489,1917,0.03793565957981878,38170.151099999995,0.004711964343580584,Rynchops niger,Black Skimmer,5.487722135603023,4.58172387914654
bBLSWx,344358.89619912696,3953,0.04249489993534882,47558.4471,0.005870914851349997,Cypseloides niger,Black Swift,5.537011307069515,4.6772276653976315
bBLTEx,2882266.7936360477,29438,0.355680193932661,73344.9195,0.009054159742815067,Chlidonias niger,Black Tern,6.459734178296579,4.865370036249761
bBLTUx,104054.76576368423,715,0.012840663934429038,774.4481999999999,9.560277335004222e-05,Arenaria melanocephala,Black Turnstone,5.017261975921713,2.888992374701424
bBLVUx,2064302.106191963,20616,0.25474094732906655,1393874.9505,0.17206872063354633,Coragyps atratus,Black Vulture,6.314773255673685,6.144223813400557
bBNSTx,1791565.8365745805,16184,0.2210844900281084,65190.4488,0.00804752041674825,Himantopus mexicanus,Black-necked Stilt,6.2532327722764425,4.814183970926559
bBOBOx,3276989.83642863,34731,0.40439017758863055,1182745.9161,0.14600562019202362,Dolichonyx oryzivorus,Bobolink,6.5154750944218,6.072891457149014
bBOCHx,353746.99232548196,3309,0.04365341859096154,110074.2606,0.013588261407044762,Poecile hudsonica,Boreal Chickadee,5.548692756031995,5.041685776862261
bBOGUx,2697417.1531698788,26213,0.33286920498654476,333367.9218,0.0411530401517106,Chroicocephalus philadelphia,Bonaparte's Gull,6.430948114903162,5.522923807683052
bBOOWx,693604.7798873072,7629,0.08559286849074728,276636.4434,0.03414974842569456,Aegolius funereus,Boreal Owl,5.8411120773625145,5.441909392421738
bBOSPx,53897.65559232364,551,0.0066511291168190635,18376.1388,0.0022684665452709645,Aimophila botterii,Botteri's Sparrow,4.731569874918454,4.264254262544307
bBOWAx,2392545.9407764273,24412,0.29524720129555654,904201.4979,0.11162033931578946,Bombycilla garrulus,Bohemian Waxwing,6.3788602856899015,5.956265222151013
bBRACx,77093.86769284405,394,0.00951360986864708,48658.0095,0.0060066517733435255,Phalacrocorax penicillatus,Brandt's Cormorant,4.8870198341718725,4.687154338856047
bBRBLx,5709023.864476791,56429,0.704510324917445,3618796.1733,0.4467270378522411,Euphagus cyanocephalus,Brewer's Blackbird,6.756561858419,6.558564122399725
bBRCRx,7904577.476918458,81334,0.975448093893947,2662481.8377,0.3286735609666818,Certhia americana,Brown Creeper,6.8978786605620925,6.425286653887706
bBRJAx,11268.051433600403,100,0.0013905106661171456,180.0855,2.2230890639463075e-05,Cyanocorax morio,Brown Jay,4.051848820677763,2.255478746003873
bBRNOx,5016.105776549998,1,0.0006190021962329597,65.6856,8.108645005775122e-06,Anous stolidus,Brown Noddy,3.700366686053844,1.817470171295063
bBROCx,320636.64998596616,2996,0.03956750502789433,161586.9369,0.01994731126598044,Molothrus aeneus,Bronzed Cowbird,5.5060131623629545,5.208406248384361
bBRPEa,213486.69995872848,1201,0.026344886257934883,112579.4259,0.013897514821773196,Pelecanus occidentalis carolinensis,Eastern Brown Pelican,5.329370824024023,5.051459029640423
bBRPEc,66644.90649056729,325,0.00822417734455648,43983.6588,0.005429620423111565,Pelecanus occidentalis californicus,California Brown Pelican,4.823766962938624,4.643291353504941
bBRPEx,280131.60644929594,1526,0.03456906360249139,156563.0847,0.01932713524488476,Pelecanus occidentalis,Brown Pelican,5.447362111794405,5.194689369465165
bBRSPx,2578536.4799186527,26258,0.3181989804916431,1186145.9514,0.146425342007076,Spizella breweri,Brewer's Sparrow,6.41137327997981,6.074138130839182
bBRTEx,5016.105776549998,1,0.0006190021962329597,417.9717,5.1597064467102955e-05,Onychoprion anaethetus,Bridled Tern,3.700366686053844,2.6211468775886435
bBRTHx,5203822.329537745,53130,0.642166970610707,777713.2829999999,0.09600583580149873,Toxostoma rufum,Brown Thrasher,6.716322460330254,5.890819516576751
bBRTIx,89457.64403842596,990,0.011039336209472388,17137.8999,0.0021156105209301427,Baeolophus wollweberi,Bridled Titmouse,4.951617456383203,4.233957601850786
bBTAHx,925123.1534561798,9583,0.11416291627111559,159897.3966,0.019738743748660803,Selasphorus platycercus,Broad-tailed Hummingbird,5.96619955036747,5.203841392755249
bBTBWx,709429.3067906366,6928,0.08754566162228399,318755.6235,0.039349205831354366,Dendroica caerulescens,Black-throated Blue Warbler,5.8509091253743755,5.5034578553509546
bBTGNx,408405.5427535797,4010,0.05039844436694763,298854.89999999997,0.036892534929062436,Polioptila melanura,Black-tailed Gnatcatcher,5.6110916275651155,5.475460380884158
bBTGRx,356102.01614897826,2759,0.04394403545269921,143896.47389999998,0.017763488868760967,Quiscalus major,Boat-tailed Grackle,5.551574432533836,5.158050151931497
bBTHHx,61903.67684101595,653,0.007639095670314826,6720.1479,0.0008295774676246419,Lampornis clemenciae,Blue-throated Hummingbird,4.791716445213014,3.8273788313048733
bBTNWx,1384535.3942173992,13899,0.17085573709179022,539988.1533,0.0666595455082054,Dendroica virens,Black-throated Green Warbler,6.1413040625133934,5.732384232021348
bBTPIx,1018362.556456695,10842,0.12566893265190743,405719.59229999996,0.05008458696957193,Patagioenas fasciata,Band-tailed Pigeon,6.0079024226338245,5.608225980399243
bBTSPx,1525834.2082753957,14860,0.18829242605395344,1123783.2738,0.1387268995133178,Amphispiza bilineata,Black-throated Sparrow,6.183507347286776,6.0506825638414385
bBTYWx,1785504.8803655764,18263,0.22033655021747192,462859.2549,0.05713826752928616,Dendroica nigrescens,Black-throated Gray Warbler,6.251761041598497,5.665448951897682
bBUFFx,6199224.6496777125,62659,0.7650025426160898,266836.6836,0.032940004229705395,Bucephala albeola,Bufflehead,6.79233737475254,5.426245534352116
bBUORx,3336993.069602992,33817,0.41179475292467027,84731.2983,0.010459766201315618,Icterus bullockii,Bullock's Oriole,6.523355304696056,4.928043860959061
bBUOWf,123528.14489487346,825,0.015243736155640014,39643.6536,0.004893862791453819,Athene cunicularia floridana,Florida Burrowing Owl,5.091765919376702,4.598173672685062
bBUOWh,4056505.420758225,39880,0.5005846918577673,2876897.1231,0.35514233697117226,Athene cunicularia hypugaea,Western Burrowing Owl,6.608152060667332,6.458924331939396
bBUOWx,4180763.810044206,40711,0.5159185423176144,2917082.9861999997,0.36010313352518986,Athene cunicularia,Burrowing Owl,6.621255633015156,6.4649487842592315
bBUSHx,1832735.4057050706,18682,0.22616493586497144,901917.6489,0.11133840658186003,Psaltriparus minimus,Bushtit,6.263099769852116,5.955166885367847
bBWHAx,3362955.9105856232,35301,0.4149986438122642,357236.32409999997,0.044099506365092626,Buteo platypterus,Broad-winged Hawk,6.526721173614103,5.552955611902222
bBWTEx,5621372.445431442,56036,0.6936938821809996,163323.7425,0.020161713510223354,Anas discors,Blue-winged Teal,6.749842360535268,5.2130493230540225
bBWVIx,52340.4206512227,219,0.0064589617480409756,5794.6041,0.000715322499846375,Vireo altiloquus,Black-whiskered Vireo,4.718837208670135,3.763023769366256
bBWWAx,1741532.7948507324,19593,0.21491026562158516,115185.924,0.014219277396844861,Vermivora pinus,Blue-winged Warbler,6.240931657082286,5.06139941048796
bCAAUx,70475.11599428998,370,0.008696836455120009,40215.6846,0.004964477908181055,Ptychoramphus aleuticus,Cassin's Auklet,4.8480357993451815,4.604395466187178
bCACGx,1065310.0185033954,10242,0.13146238745709268,106771.3308,0.01318052690774513,Branta hutchinsii,Cackling Goose,6.027476011279498,5.028454655812341
bCACHx,2426622.848316409,25437,0.2994523918453029,1151695.2807,0.14217253379770958,Poecile carolinensis,Carolina Chickadee,6.385002282461697,6.061337587232876
bCACOx,206766.5491051885,2241,0.025515599890648766,83461.5027,0.010303014618772484,Gymnogyps californianus,California Condor,5.315480279518096,4.9214861997914925
bCACWx,826526.1748710367,7686,0.10199575931612123,457779.132,0.05651114509785814,Campylorhynchus brunneicapillus,Cactus Wren,5.917256611594165,5.660655991344615
bCAEGx,7965082.583617938,81338,0.9829146018980998,2052230.8725,0.25334033052898425,Bubulcus ibis,Cattle Egret,6.901190283015196,6.312226216582395
bCAFIx,2322797.482219532,24020,0.2866400365040125,1090585.3779,0.13462874173152425,Carpodacus cassinii,Cassin's Finch,6.366011346611004,6.0376596705560885
bCAGNx,18739.2667732186,141,0.0023124805985243204,1669.8168,0.00020613272400464328,Polioptila californica,California Gnatcatcher,4.2727525938850075,3.222668826169473
bCAGUx,1404841.218438428,13980,0.17336153548382138,332724.3003,0.04107358745185576,Larus californicus,California Gull,6.147627241071815,5.522084520438422
bCAHUx,1051785.3014698247,11218,0.1297933976231168,292559.8824,0.03611543822866682,Stellula calliope,Calliope Hummingbird,6.021927097324414,5.46621477275711
bCAKIx,820461.1554333695,8076,0.10124731809112503,215544.7881,0.026608208946069186,Tyrannus vociferans,Cassin's Kingbird,5.914058024291871,5.3335375260218445
bCALTx,240123.73702750917,2484,0.029631974924166013,123299.2341,0.015220835598683162,Pipilo crissalis,California Towhee,5.380435093628517,5.090960378889513
bCANGx,7589753.656408361,78191,0.9365979091085228,3367751.9957999997,0.41573656024201455,Branta canadensis,Canada Goose,6.880227680059022,6.527340102179968
bCANTx,772140.7708331009,7601,0.09528444060751673,362530.1502,0.044753009668209394,Pipilo fuscus,Canyon Towhee,5.887696484821183,5.559344130964895
bCANVx,4967254.14110957,50018,0.612973760834216,451833.8193,0.055777218177305896,Aythya valisineria,Canvasback,6.696116380502161,5.6549787342994495
bCANWx,2831660.1817673147,28769,0.3494351892844137,805909.9941,0.09948661576910653,Catherpes mexicanus,Canyon Wren,6.452041133891207,5.906286541496894
bCAQUx,1046416.1823938827,10835,0.12913083254815735,324491.1912,0.04005724050540606,Callipepla californica,California Quail,6.019704447216837,5.511202911721418
bCARWx,3023340.1867189337,31480,0.37308906528393515,981441.2097,0.12115529680014797,Thryothorus ludovicianus,Carolina Wren,6.480487016811494,5.991864289603287
bCASPx,1453111.6018222796,13789,0.1793182426703596,827815.806,0.10219080743760592,Aimophila cassinii,Cassin's Sparrow,6.162298970247311,5.917933714397487
bCASWx,371503.41558137286,3199,0.04584461341066052,117744.2775,0.01453509669865199,Petrochelidon fulva,Cave Swallow,5.5699628109938315,5.070939809129472
bCATEx,497047.8320606971,3638,0.061337163406074764,42983.319599999995,0.005306132239123582,Hydroprogne caspia,Caspian Tern,5.696398183905284,4.633299952995585
bCATHx,189593.80728807588,1924,0.023396433076059497,55694.7936,0.006875316811787002,Toxostoma redivivum,California Thrasher,5.277824147851525,4.745814598827721
bCAVIx,918670.7685125879,10410,0.11336667300413829,255479.7285,0.03153803001842579,Vireo cassinii,Cassin's Vireo,5.963159897636106,5.40735644595857
bCAWAx,811553.0737859646,7778,0.10014803463307989,382581.4293,0.047228266103921605,Wilsonia canadensis,Canada Warbler,5.909316926994861,5.58272388532464
bCBCHx,492143.22125938325,5754,0.06073192001749351,238141.77479999998,0.02939772359388426,Poecile rufescens,Chestnut-backed Chickadee,5.69209150754613,5.376835585970803
bCBTHx,870881.5465963251,8058,0.10746934255693692,515023.9524,0.06357780700005518,Toxostoma curvirostre,Curve-billed Thrasher,5.93995908823615,5.711827427397018
bCCLOx,1696652.3470370413,16682,0.20937188644814975,784292.4728999999,0.09681801252401753,Calcarius ornatus,Chestnut-collared Longspur,6.229592862216877,5.894478046970206
bCCSPx,1556095.9245724117,14975,0.19202681079065553,512594.0244,0.06327784135246128,Spizella pallida,Clay-colored Sparrow,6.1920363652940384,5.709773539060023
bCEDWx,8103524.329931896,82715,0.9999987203031161,3782467.566,0.46693166749717263,Bombycilla cedrorum,Cedar Waxwing,6.908673940379281,6.577775212711717
bCERWx,1393187.9023631096,15875,0.17192348202854116,378020.745,0.04666526645145422,Dendroica cerulea,Cerulean Warbler,6.144009694640809,5.577515633678
bCHRAx,700698.5562635442,6523,0.08646826134569946,247036.0797,0.03049569272269219,Corvus cryptoleucus,Chihuahuan Raven,5.845531222663517,5.392760386742727
bCHSPx,7340275.019863223,75704,0.9058115120878328,4338651.7782,0.5355905567293103,Spizella passerina,Chipping Sparrow,6.865712332037521,6.637354794891835
bCHSWx,4771907.679273094,48733,0.588867433278603,177743.6361,0.021941796180145662,Chaetura pelagica,Chimney Swift,6.678692032909011,5.249794060281522
bCHUKx,1081837.315728046,11017,0.13350190451187258,669464.2431,0.08264289115662851,Alectoris chukar,Chukar,6.034161957449251,5.825727385770635
bCITEx,3380142.1294280128,34224,0.41711947373138447,45503.925299999995,0.005617291714272371,Anas cyanoptera,Cinnamon Teal,6.528934962031662,4.6580488617692
bCLGRx,1964139.075327235,19863,0.24238053491980913,23385.015,0.0028867938344131184,Aechmophorus clarkii,Clark's Grebe,6.293172235746638,4.368937652816904
bCLNUx,1943618.3705244907,20419,0.23984821963241432,534630.5172,0.06599816509598376,Nucifraga columbiana,Clark's Nutcracker,6.288610995237497,5.728053745055192
bCLRAx,392055.30295804207,2871,0.04838077671932991,30758.3109,0.0037970000131743262,Rallus longirostris,Clapper Rail,5.593347332519102,4.487962482398866
bCLSWx,6875000.338551375,71276,0.8483952488722452,101101.1823,0.012480567992601959,Petrochelidon pyrrhonota,Cliff Swallow,6.837272723888626,5.004756234358198
bCMWAx,340526.75285994017,2870,0.04202200218380507,124563.85829999999,0.015376948790973594,Dendroica tigrina,Cape May Warbler,5.532151237138781,5.095392051811575
bCOBHx,237635.9579810369,2366,0.029324975677717142,925.3602,0.00011423230303556744,Buteogallus anthracinus,Common Black-hawk,5.375912156726613,2.9663108164389063
bCOEIx,83199.06383102234,759,0.010267009016574255,29127.9618,0.0035957394311383097,Somateria mollissima,Common Eider,4.920118439568266,4.464310096368758
bCOFLx,1724188.4602715422,18220,0.21276992375580772,334419.4728,0.04128285024348821,Empidonax occidentalis,Cordilleran Flycatcher,6.2365847341004805,5.524291557891873
bCOGDx,1201181.1756653537,10789,0.1482292876052414,618109.0928999999,0.07630328731362393,Columbina passerina,Common Ground-dove,6.079608517525677,5.791065132472666
bCOGOx,6938807.819121577,70800,0.8562692795184276,151145.4897,0.01865835312764655,Bucephala clangula,Common Goldeneye,6.841284859207988,5.179395192019112
bCOGRx,5879715.906155757,60021,0.7255742245610124,1524500.7714,0.1881939963449056,Quiscalus quiscula,Common Grackle,6.769356342509885,6.183127648455207
bCOHAx,8042967.321479332,82094,0.9925258074700823,5493703.8519,0.6781774742396581,Accipiter cooperii,Cooper's Hawk,6.905416304170647,6.739865244281445
bCOHUx,326809.83625560184,3096,0.040329294357880865,187745.5206,0.023176491924711662,Calypte costae,Costa's Hummingbird,5.514295119363571,5.273569584014904
bCOKIx,50959.208870598995,350,0.006288516154635457,35268.2055,0.004353729864539956,Tyrannus couchii,Couch's Kingbird,4.7072226770627665,4.547383362665094
bCOLOx,911486.5496258033,7540,0.11248011927755468,280294.42949999997,0.03460131331542624,Gavia immer,Common Loon,5.959750264360833,5.447614466788289
bCOLWx,3908.7570568143988,35,0.0004823521094830875,94.3776,1.1650566560966821e-05,Vermivora crissalis,Colima Warbler,3.5920386783207783,1.9748689291416066
bCOMEx,5411664.345032301,55503,0.6678152862148293,92089.1709,0.01136806843058839,Mergus merganser,Common Merganser,6.7333308519276285,4.964208562934247
bCOMOx,2299906.555932448,21740,0.28381522891886274,142773.6042,0.017624874746563084,Gallinula chloropus,Common Moorhen,6.361710191205718,5.154647923057079
bCOMUx,118642.91818923224,743,0.014640884821438752,61209.2043,0.0075560504700370274,Uria aalge,Common Murre,5.0742418202345405,4.786816733847082
bCOMYx,47880.48602893249,163,0.005908592706949535,15792.345,0.0019495067322781207,Acridotheres tristis,Common Myna,4.68015855022669,4.198446623038304
bCONIx,7609844.233743463,78015,0.939077145402174,7266949.2315,0.8970780748478181,Chordeiles minor,Common Nighthawk,6.8813757672675475,6.861352126127425
bCONWx,235650.89304771853,1918,0.029080012830415662,86395.5117,0.010665207206261207,Oporornis agilis,Connecticut Warbler,5.372269089947389,4.936491181199328
bCOPAx,26872.653544004697,122,0.0033161644318009395,13371.621299999999,0.0016506773215645629,Nyctidromus albicollis,Common Pauraque,4.429310553021145,4.126184068365548
bCOPOx,3415685.5687010433,33867,0.42150563860743917,1547536.0986,0.19103762251040726,Phalaenoptilus nuttallii,Common Poorwill,6.533477884832187,6.189640788380319
bCORAx,3283458.0419430668,33709,0.4051883731605501,3057993.9018,0.3774980662355425,Corvus corax,Common Raven,6.516331470975669,6.4854366150144145
bCOREx,2155743.8655174603,22019,0.2660251291967023,943166.1582,0.11643038288916505,Carduelis flammea,Common Redpoll,6.3335971589263504,5.974588209420926
bCOTEx,672333.2194442564,6076,0.08296789541041348,118090.66859999999,0.014577857402109977,Sterna hirundo,Common Tern,5.827584569926318,5.072215581477703
bCOYEx,7212288.825853405,74122,0.8900176395682496,3110644.8252,0.3839976284999788,Geothlypis trichas,Common Yellowthroat,6.85807311030809,6.492850426003718
bCRCAx,263414.5790280254,2310,0.03250613328379101,135840.3165,0.016768985956901315,Caracara cheriway,Crested Caracara,5.420639807893056,5.133028684781823
bCRTHx,626527.5327905923,6093,0.07731533904465075,205554.7377,0.02537497407749218,Toxostoma crissale,Crissal Thrasher,5.79694016084699,5.312927491008147
bCSWAx,1053852.3320460042,10519,0.1300484752716619,155328.8292,0.019174770956579174,Dendroica pensylvanica,Chestnut-sided Warbler,6.02277976090454,5.191252068738922
bCWWIx,2005522.8240047274,20310,0.2474874111422917,981141.5582999999,0.12111830594023221,Caprimulgus carolinensis,Chuck-will's-widow,6.302227608867106,5.991731671552576
bDCCOx,4373135.388948322,42234,0.5396577605755575,669918.2319,0.0826989343992235,Phalacrocorax auritus,Double-crested Cormorant,6.640792922980113,5.8260217973250885
bDCFLx,77701.54683275598,862,0.009588599260611048,16478.8047,0.0020342476498928018,Myiarchus tuberculifer,Dusky-capped Flycatcher,4.890429664544075,4.216925706692358
bDEJUx,7900727.661098575,81430,0.9749730153063422,2629864.0836,0.3246470195499548,Junco hyemalis,Dark-eyed Junco,6.897667091878618,6.419933303901231
bDICKx,3818029.514691133,39809,0.4711560641174441,2177306.3232,0.2687804335144731,Spiza americana,Dickcissel,6.581839281317457,6.337919533826006
bDOVEx,38667.55576314272,240,0.004771690033380461,21758.7096,0.0026860324322248896,Alle alle,Dovekie,4.587346720505209,4.337633135961033
bDOWOx,7274857.811215509,75120,0.8977388362655507,2730247.3449,0.3370389628435178,Picoides pubescens,Downy Woodpecker,6.861824509354444,6.436201993436069
bDUFLx,2404965.6326486683,24947,0.29677982777671924,1179209.0997,0.14556901325476182,Empidonax oberholseri,Dusky Flycatcher,6.381108874615179,6.071590821883912
bDUGRx,687478.3558878293,7514,0.08483684976234251,501363.95399999997,0.06189153058931894,Dendragapus obscurus,Dusky Grouse,5.837259029678372,5.700153106762942
bDUNLx,678094.1103433829,5312,0.083678806279855,96419.8566,0.01190267560435078,Calidris alpina,Dunlin,5.831289972283694,4.984166481244944
bEABLx,4620922.283382637,47268,0.5702353916473805,2275841.2599,0.2809442079546369,Sialia sialis,Eastern Bluebird,6.664728664432599,6.357141966706463
bEAGRx,3906431.4259019117,38836,0.4820651197929604,169350.4926,0.02090569357738297,Podiceps nigricollis,Eared Grebe,6.591780205040375,5.22878646424106
bEAKIx,6093658.397509479,62769,0.7519753568167579,742323.1257,0.09163705143712904,Tyrannus tyrannus,Eastern Kingbird,6.784878104590481,5.870592990402418
bEAMEx,4567194.673986014,46560,0.5636052467309128,1819115.8416,0.2245631399258932,Sturnella magna,Eastern Meadowlark,6.659649523548321,6.259860355889083
bEAPHx,5012061.6560643185,50924,0.6185031398784926,2401996.9824,0.2965176665087123,Sayornis phoebe,Eastern Phoebe,6.70001640484482,6.380572457468281
bEASOx,4804697.022646366,49502,0.5929137346257511,2479032.693,0.30602744079749145,Megascops asio,Eastern Screech-owl,6.68166600687628,6.394282254196573
bEATOx,3525171.081499355,36768,0.4350164726880672,1370472.723,0.16917980197950513,Pipilo erythrophthalmus,Eastern Towhee,6.54718019875952,6.1368703960459134
bEAWPx,3878812.8758681016,40780,0.4786569095419683,1504434.7854,0.18571692439664217,Contopus virens,Eastern Wood-pewee,6.588698828597698,6.1773733665827315
bELOWx,312094.03597872664,2992,0.03851332135083307,137834.6877,0.017015183724304547,Micrathene whitneyi,Elf Owl,5.494285469510327,5.139358526576981
bELTEx,27357.77049460108,147,0.003376029289366908,16193.5236,0.0019990307504999813,Thalasseus elegans,Elegant Tern,4.437080701917047,4.209341358545537
bELTRx,40655.40056377772,419,0.00501699592447944,6022.4202,0.0007434455569776208,Trogon elegans,Elegant Trogon,4.609118244376828,3.7797710540951606
bETSPx,51393.32333617856,576,0.006342087155643149,31239.8109,0.0038564394119204853,Passer montanus,Eurasian Tree Sparrow,4.710906702135403,4.494708396353308
bEUCDx,6761932.970890079,68782,0.8344424033736881,4496248.7154,0.5550453172514375,Streptopelia decaocto,Eurasian Collared-dove,6.830070861413949,6.6528503267465515
bEUSTx,8103534.673896427,82717,0.9999999967787424,3826536.3954,0.4723718019166598,Sturnus vulgaris,European Starling,6.9086744947459575,6.582805848397529
bEUWIx,985847.1420816303,9717,0.1216564349482739,24591.579299999998,0.0030357397462315618,Anas penelope,Eurasian Wigeon,5.993809581780157,4.390786420534193
bEVGRx,7089563.929132291,73714,0.8748730265981697,1126486.5381,0.1390606075188089,Coccothraustes vespertinus,Evening Grosbeak,6.850619523053896,6.051726006123038
bEWCSx,6050356.115650242,62482,0.7466317279606691,289949.2668,0.035793167363409616,Zonotrichia leucophrys,White-crowned Sparrow,6.781780937381431,5.462322014877245
bFEHAx,3662014.7468306427,36298,0.4519033832027205,2269751.6223,0.28019246465759434,Buteo regalis,Ferruginous Hawk,6.563720088860893,6.355978335181515
bFEPOc,70014.78173811949,556,0.00864002985488783,28760.9886,0.003550437943362704,Glaucidium brasilianum cactorum,Cactus Ferruginous Pygmy-owl,4.845189739294039,4.458803809949573
bFEPOx,70014.78173811949,556,0.00864002985488783,28810.808999999997,0.0035565880879552133,Glaucidium brasilianum,Ferruginous Pygmy-owl,4.845189739294039,4.459555453327376
bFICRx,1258405.2319650492,12489,0.1552909043463526,700066.7792999999,0.08642066135774082,Corvus ossifragus,Fish Crow,6.099820515248437,5.845139469297411
bFISPx,4768832.662010193,48963,0.5884879671102282,2304141.7941,0.2844378045009362,Spizella pusilla,Field Sparrow,6.678412083339585,6.362509201530847
bFLOWx,1282344.0856655936,14043,0.15824502925440592,490025.7117,0.06049186640416781,Otus flammeolus,Flammulated Owl,6.108004573120029,5.690218868102948
bFLSJx,92477.01081985852,705,0.011411934944865297,7182.072,0.0008866002937313102,Aphelocoma coerulescens,Florida Scrub-jay,4.966033783388072,3.856249754597623
bFOSPx,4654844.941201692,48818,0.5744215473281915,1102772.0493,0.13613314135921484,Passerella iliaca,Fox Sparrow,6.667905218657411,6.0424857500084475
bFOTEx,2153399.430522678,20073,0.2657358190275508,198732.5406,0.02453279901258711,Sterna forsteri,Forster's Tern,6.333124593865536,5.298268984603255
bFRGUx,389567.3244599953,3775,0.048073752859970516,93005.217,0.011481150942338678,Leucophaeus pipixcan,Franklin's Gull,5.590582522637178,4.968507310390116
bFSSPx,13123.330339039649,153,0.0016194575361094768,7759.1088,0.0009578333580021466,Aimophila quinquestriata,Five-striped Sparrow,4.1180440609794795,3.8898118416874365
bFTSPx,82966.77928883191,452,0.010238344421334051,48844.381499999996,0.0060296587092170855,Oceanodroma furcata,Fork-tailed Storm-petrel,4.918904231416674,4.688814614648837
bFUWDx,186493.09913944732,1109,0.023013796576874943,40855.3569,0.005043443093864488,Dendrocygna bicolor,Fulvous Whistling-duck,5.270662766111959,4.611249008716206
bGADWx,6958952.717493043,70825,0.8587552191876272,917704.2141,0.11328719981914984,Anas strepera,Gadwall,6.842543885697253,5.962702725990245
bGAQUx,543953.6504812345,5464,0.06712547926539199,317432.448,0.03918586469707472,Callipepla gambelii,Gambel's Quail,5.735561895658087,5.501651318345362
bGBANx,125014.90002702626,1079,0.015427206108838685,79376.25869999999,0.009798706317440491,Crotophaga sulcirostris,Groove-billed Ani,5.0969617779190655,4.8996906251300185
bGBBGx,442578.4055065806,4321,0.05461547607201344,110604.906,0.013653767624123505,Larus marinus,Great Black-backed Gull,5.6459902198078575,5.0437743909964725
bGBHEx,7515931.179809672,76429,0.9274879985162119,1872505.9836,0.23115395599952157,Ardea herodias,Great Blue Heron,6.8759827947965375,6.272423214163392
bGBTEx,306179.49618150113,2127,0.03778344975575919,26451.6174,0.003265354587994695,Gelochelidon nilotica,Gull-billed Tern,5.485976104084697,4.4224522323794995
bGCFLx,4457613.695083281,45684,0.550082631852404,948307.5432,0.11706506790084213,Myiarchus crinitus,Great Crested Flycatcher,6.64910242902464,5.976949205116984
bGCKIx,7654789.96896293,78728,0.9446235812333759,2579640.0309,0.31844704552070574,Regulus satrapa,Golden-crowned Kinglet,6.883933279087605,6.41155910770711
bGCRFx,1451641.337550823,15471,0.179136807737841,262317.762,0.03238216002849037,Leucosticte tephrocotis,Gray-crowned Rosy-finch,6.161859326857399,5.418827698434118
bGCSPx,657556.4807361007,6746,0.0811444024218346,16948.1628,0.002092188175875439,Zonotrichia atricapilla,Golden-crowned Sparrow,5.817933062437115,4.229122627077953
bGCWAx,71671.74431882291,683,0.008844503907513707,17769.870899999998,0.0021936250095386765,Dendroica chrysoparia,Golden-cheeked Warbler,4.85534797428705,4.249684272621211
bGFWOx,341519.4594147096,3066,0.0421445050904403,151903.0062,0.018751865745092647,Melanerpes aurifrons,Golden-fronted Woodpecker,5.533415454359154,5.181566368748584
bGGOWx,506128.7390142316,5361,0.06245777401486682,158646.8304,0.0195843659646104,Strix nebulosa,Great Gray Owl,5.704260998128657,5.200431399767407
bGHOWx,8098508.224155346,82714,0.9993797181068831,284582.6604,0.03513067960074442,Bubo virginianus,Great Horned Owl,6.908405027559643,5.454208435024408
bGIFLx,155421.63287776182,1592,0.019179486314504435,41158.3905,0.005080851473893323,Colaptes chrysoides,Gilded Flicker,5.191511467396487,4.614458383324711
bGIWOx,178198.75830829548,1834,0.021990250539470815,44960.261399999996,0.005550178411393883,Melanerpes uropygialis,Gila Woodpecker,5.250904673540731,4.652828827566511
bGKINx,190103.79940194273,1677,0.023459367601886463,36148.6008,0.004462411416546071,Chloroceryle americana,Green Kingfisher,5.27899079673293,4.558091491766114
bGKISx,65177.653311109396,483,0.008043113989640766,34500.090599999996,0.004258908913711365,Pitangus sulphuratus,Great Kiskadee,4.814098719854458,4.53782023556685
bGLGUx,483548.9638469479,3382,0.05967136339244008,303926.5278,0.03751860867173389,Larus hyperboreus,Glaucous Gull,5.684440457016497,5.482768608518082
