SpeciesCode,AreaRange_km2,nHUCs,Prop_CONUS,AreaHab_km2,PropHab_CONUS,ScientificName,CommonName,LogAreaRange,LogAreaHabitat
mARMYx,776775.850961076,8122,0.09585642311879974,58745.657699999996,0.007251934730292178,Myotis occultus,Arizona Myotis,5.890295715410025,4.768975770405481
mARSHx,22099.00379958143,230,0.0027270820225625035,6.3594,7.850444701689002e-07,Sorex arizonae,Arizona Shrew,4.3443726965766905,0.8034161425381515
mAWSHx,2522901.153455027,26457,0.31133341768191936,111587.3766,0.013775049995358767,Sorex palustris,American Water Shrew,6.40190023531742,5.047615067513351
mAZWOx,141913.38502437036,1423,0.017512528825769126,105715.4184,0.013050178417226721,Neotoma devia,Arizona Woodrat,5.152023359291706,5.0241383329810985
mBASHx,42589.974304681586,395,0.0052557280102325694,13162.4568,0.0016248567356475514,Ammotragus lervia,Barbary Sheep,4.629307378055943,4.119336958814443
mBBBAx,8093911.8408614695,82714,0.9988125108986662,8022148.9146,0.9903046897943478,Eptesicus fuscus,Big Brown Bat,6.908158469732357,6.90429071949913
mBCPMx,13981.641744887002,141,0.001725375686351661,5029.0767,0.0006208209663474953,Chaetodipus rudinoris,Baja California Pocket Mouse,4.145558169899125,3.701488259230541
mBDSHx,41536.435135159874,460,0.005125718180136857,25163.5941,0.00310635286312856,Sorex bairdi,Baird's Shrew,4.618429220471491,4.400772671205707
mBEDEx,9342.777520111398,98,0.0011529262064011892,1029.9357,0.00012714176273147395,Peromyscus melanotis,Black-eared Deermouse,3.970476007101062,3.0128101120771467
mBEWOx,95104.23511353672,918,0.011736142144678757,40042.8243,0.004943138941827824,Neotoma macrotis,Big-eared Woodrat,4.978199857058189,4.602524701540741
mBFFEx,30637.831036282514,318,0.0037807984010091934,16302.5487,0.0020124894969013106,Mustela nigripes,Black-footed Ferret,4.486258016759656,4.212255506233258
mBFMOx,319162.62295735005,3428,0.0393856057600827,37366.3737,0.004612740988685981,Scapanus latimanus,Broad-footed Mole,5.504012025555146,4.572480952853754
mBFTBx,1199199.5978276026,11956,0.14798475507578226,889954.5969,0.10986161194416733,Nyctinomops macrotis,Big Free-tailed Bat,6.078891474192056,5.949367850668766
mBGSQx,399548.21171560674,4315,0.049305423683273265,241311.5883,0.029789025377015017,Urocitellus beldingi,Belding's Ground Squirrel,5.601569191206324,5.382578178162003
mBISHx,1397154.5598850634,14037,0.17241297922560428,1232292.0672,0.15212190976953216,Ovis canadensis,Bighorn Sheep,6.145244452493748,6.090713652747628
mBISOx,34327.11960612831,279,0.004236067454135578,10380.212099999999,0.0012813988911352184,Bison bison,American Bison,4.535637363237986,4.016206227589367
mBOBCx,7323222.130472972,74266,0.9037071354149901,4477574.0556,0.5527399993899607,Lynx rufus,Bobcat,6.864702207505085,6.65104277747416
mBOGOx,1558014.3769763988,15866,0.1922635534560491,1238622.813,0.15290341698441642,Thomomys bottae,Botta's Pocket Gopher,6.192571460918515,6.092939074598771
mBPGOx,313131.9747273263,3132,0.03864140604313403,114292.107,0.014108938985486407,Geomys breviceps,Baird's Pocket Gopher,5.495727416830021,5.058016239103002
mBPMOx,150184.96588696958,1545,0.01853326621615745,103651.7634,0.012795427820301476,Chaetodipus baileyi,Bailey's Pocket Mouse,5.1766264602372605,5.015576695029734
mBRBEx,119829.82601428224,1324,0.014787352735625632,98371.59569999999,0.012143610596278857,Ursus arctos,Brown Bear,5.078564928748045,4.992869716200292
mBRDEx,949392.9922760377,10086,0.11715788571572819,562349.9717999999,0.06942002950926612,Peromyscus boylii,Brush Deermouse,5.977446021750279,5.750006677698794
mBRRAx,270001.94364226516,3025,0.03331903343886035,141766.6797,0.017500573631583277,Sylvilagus bachmani,Brush Rabbit,5.431366890492589,5.151574167921268
mBRRTx,8103534.673896484,82717,0.9999999967787494,178935.9885,0.022088987685336813,Rattus norvegicus,Brown Rat,6.908674494745961,5.252697696828436
mBTJAx,3514673.927793949,34683,0.4337210930674424,2348675.8353,0.2899353676009667,Lepus californicus,Black-tailed Jackrabbit,6.545885039760238,6.370823079504112
mBTKRx,355949.7129306225,3337,0.04392524078790241,168088.9914,0.02074996590792179,Dipodomys spectabilis,Banner-tailed Kangaroo Rat,5.551388647019623,5.225539271257499
mBTWOx,2340325.2782592936,24651,0.28880301805325687,1391245.3512,0.171744106300555,Neotoma cinerea,Bushy-tailed Woodrat,6.369276223536394,6.143403726164644
mCADEx,124573.86150363424,1038,0.01537278065874565,39902.3397,0.004925796636205613,Peromyscus californicus,California Deermouse,5.09542692678872,4.600998361576681
mCALYx,918053.2333608462,9758,0.1132904673513456,378516.2562,0.04672643548115305,Lynx canadensis,Canadian Lynx,5.9628678645177775,5.578084535953269
mCAMYx,2224356.346119227,23058,0.2744921109697015,2060931.0213,0.25441433180348916,Myotis californicus,Californian Myotis,6.347204363286013,6.314063456325501
mCARIc,4755.6769346601,58,0.0005868645116877331,1837.6749,0.0002268541872209936,Rangifer tarandus caribou,Woodland Caribou,3.6772123442099085,3.264268683533173
mCARIx,4755.6769346601,58,0.0005868645116877331,1837.6749,0.0002268541872209936,Rangifer tarandus,Caribou,3.6772123442099085,3.264268683533173
mCASEx,89521.18867907315,508,0.011047177804899527,50239.6866,0.006201903976530585,Zalophus californianus,California Sealion,4.951925840201872,4.701046921566816
mCASQx,475923.3205601473,5055,0.05873033659745386,353044.1691,0.043582000295205384,Otospermophilus beecheyi,California Ground Squirrel,5.677536986039446,5.547829043054686
mCAVOc,1179.1534022671,10,0.00014551099562356412,37.5912,4.640494966036602e-06,Microtus californicus scirpensis,Amargosa Vole,3.07157030842362,1.575086189641984
mCAVOx,258243.83101688963,2651,0.0318680477812836,63373.536,0.007823229234180855,Microtus californicus,California Vole,5.412029955797375,4.801907939766002
mCCDEx,617595.8666642667,5983,0.07621314519258697,501093.9288,0.061858196974502094,Peromyscus eremicus,Cactus Deermouse,5.790704380768568,5.699919140909247
mCFCHx,15408.723130489208,169,0.001901481723832096,5280.7401,0.0006518878846910346,Tamias obscurus,California Chipmunk,4.18776665167375,3.72269479352269
mCGGSx,37845.82719076778,433,0.004670286312313536,24171.237,0.002983850039939604,Callospermophilus saturatus,Cascade Golden-mantled Ground Squirrel,4.5780180019886325,4.383298876660331
mCGMOx,303570.00626920507,2819,0.037461431030733426,155310.7869,0.019172543701202232,Onychomys arenicola,Chihuahuan Grasshopper Mouse,5.4822588595974,5.191201620110133
mCGSHx,4356.8743528081695,44,0.0005376511009212029,3839.9238,0.00047402442762838477,Notiosorex cockrumi,Cockrum's Gray Shrew,3.63917503556832,3.5843226062508973
mCHITx,119004.71213808314,1112,0.014685531258116676,58824.1818,0.007261628240761717,Axis axis,Chital,5.075564158157665,4.769555895181398
mCHPMx,170837.13602741694,1519,0.02108180471262953,105275.48939999999,0.012995870805075114,Chaetodipus eremicus,Chihuahuan Pocket Mouse,5.232582282153552,5.022327269025814
mCISHx,3405401.371419738,36430,0.4202365384354729,2602542.1968,0.32127423341495454,Sorex cinereus,Cinereus Shrew,6.532168306592363,6.41539777975369
mCKRAx,98295.38056634707,1079,0.012129938873013904,44901.2286,0.005542891030005923,Dipodomys californicus,California Kangaroo Rat,4.992533108455887,4.652258224453223
mCLCHx,481135.4611411876,4883,0.059373530064749096,324036.6498,0.040001129046379605,Tamias dorsalis,Cliff Chipmunk,5.682267366901299,5.510594133372485
mCLEBx,254439.8293610323,2601,0.03139862279617712,156024.0477,0.019260593115742637,Macrotus californicus,Californian Leaf-nosed Bat,5.405585095646883,5.193191540524529
mCLOBx,86377.20073700178,873,0.01065920045199557,50285.924999999996,0.006207611936437094,Leptonycteris curasoae,Curasoan Long-nosed Bat,4.9363991255719535,4.701446443301996
mCMMUx,6528058.941005471,68543,0.8055816606801809,418202.3304,0.05162553493918724,Ondatra zibethicus,Common Muskrat,6.814784066952587,5.62138644856066
mCNDEx,915059.7297117918,8928,0.11292106020250543,611129.6559,0.07544170156312197,Peromyscus crinitus,Canyon Deermouse,5.961449443178584,5.7861333589632
mCOCHx,314915.8744690151,3501,0.03886154451452094,112092.2163,0.013837370593969755,Tamias quadrivittatus,Colorado Chipmunk,5.498194553366077,5.049575456169242
mCODEx,1076262.7181994522,10436,0.1328139827919108,206820.648,0.025531246034083188,Peromyscus gossypinus,Cotton Deermouse,6.031918296551102,5.315593894503241
mCOORx,4550.0985868229,8,0.0005614955393259314,235.3275,2.9050311751685988e-05,Oryzomys couesi,Coues' Oryzomys,3.6580208066020194,2.37167268110887
mCOPEx,372865.35467756836,3488,0.04601268069816106,232105.0428,0.02865251129799288,Pecari tajacu,Collared Peccary,5.571552032137501,5.365684576200951
mCOSQx,323250.9921021389,3888,0.039890122529140135,170926.35749999998,0.02110022828592124,Urocitellus columbianus,Columbian Ground Squirrel,5.5095398664644915,5.232809037759837
mCOUGc,29146.099800365097,182,0.003596714381980137,10613.9601,0.0013102542194386808,Puma concolor coryi,Florida Panther,4.464580447654025,4.02587745069657
mCOUGx,3236812.9984980924,33262,0.3994322376996908,2323360.9809,0.2868103422118025,Puma concolor,Cougar,6.510117609484027,6.366116691433239
mCOYOx,8038365.681957616,82572,0.9919579516279008,6988902.3072,0.8627542077582836,Canis latrans,Coyote,6.905167759263815,6.8444089698284545
mCOYPx,1278576.9328068325,12164,0.1577801515191676,99555.8535,0.012289802852960996,Myocastor coypus,Coypu,6.106726864930417,4.998066799953727
mCPGOx,12213.935235814202,160,0.001507235507464934,6011.8857,0.0007421451118143988,Thomomys bulbivorus,Camas Pocket Gopher,4.0868556128267794,3.779010715040093
mCPMOx,115368.00331358162,1178,0.014236750700108882,74036.17169999999,0.009139492276875213,Chaetodipus californicus,California Pocket Mouse,5.06208537631399,4.869443953941619
mCRGSx,1411188.822120537,13716,0.1741448484351572,1057852.4697,0.13058798496595578,Notiosorex crawfordi,Crawford's Gray Shrew,6.149585127800077,6.024425104312802
mCRVOx,221986.6014552711,2560,0.02739379908563495,117378.2178,0.014489907979081482,Microtus oregoni,Creeping Vole,5.34632676233512,5.069587511162377
mCSMOx,252464.9578638415,3018,0.031154917848854463,187936.8417,0.023200109808722988,Scapanus orarius,Coast Mole,5.40220110656363,5.274011924212491
mCTKRx,435269.3209495702,3871,0.05371351355471708,264054.9303,0.03259660704671029,Dipodomys microps,Chisel-toothed Kangaroo Rat,5.638758057895168,5.421694280826953
mCTPGx,25033.883845525386,238,0.003089254846471551,21567.4533,0.0026624225475345158,Geomys texensis,Central Texas Pocket Gopher,4.398528232821592,4.333798866333228
mCVMYx,852781.9336755475,8165,0.10523579712388317,510960.98699999996,0.06307624890970741,Myotis velifer,Cave Myotis,5.9308379911804705,5.708387742057552
mDECOx,2191043.133344522,21472,0.2703811625986524,1305875.1042,0.1612054642393066,Sylvilagus audubonii,Desert Cottontail,6.340650927259073,6.115901642367431
mDEWOx,715275.4326526682,6792,0.08826709073667176,533776.5864,0.06589275048887508,Neotoma lepida,Desert Woodrat,5.854473308720357,5.7273595199567495
mDFWOs,1031.5590032655,10,0.00012729741297529088,29.016,3.581918159955469e-06,Neotoma fuscipes riparia,San Joaquin Valley Wood Rat,3.013494073860078,1.4626375425723779
mDFWOx,227042.85742521635,2545,0.028017755933742883,114540.1434,0.014139558164059951,Neotoma fuscipes,Dusky-footed Woodrat,5.3561078439176395,5.058957722498191
mDKMOn,3756.2384645258003,38,0.0004635308669099424,1657.6983,0.00020463673988479835,Microdipodops megacephalus nasutus,Fletcher Kangaroo Mouse,3.574753155622892,3.2195054920961312
mDKMOx,214600.62960260673,1786,0.026482348450066702,148963.9401,0.018389048877264568,Microdipodops megacephalus,Dark Kangaroo Mouse,5.331630991779685,5.173081150889266
mDKRAx,407737.02338854223,3794,0.05031594711238075,42143.7645,0.00520249225914794,Dipodomys deserti,Desert Kangaroo Rat,5.610380148104884,4.624733326444269
mDOSQx,470824.48309825367,5262,0.0581011250680834,41319.7461,0.0051007702274724,Tamiasciurus douglasii,Douglas's Squirrel,5.672859038279318,4.616157644219612
mDPGOx,54202.43955460211,513,0.006688740353589417,39215.5335,0.004841012944444171,Geomys arenarius,Desert Pocket Gopher,4.734018833794086,4.593458127660021
mDPMOx,220201.58431288294,2229,0.02717352272371746,152238.2598,0.01879325156526188,Chaetodipus penicillatus,Desert Pocket Mouse,5.3428204393217795,5.182523810988522
mDUSHx,1410015.797100089,15363,0.17400009369986272,1131204.2697,0.13964299408111366,Sorex monticolus,Dusky Shrew,6.149223978297201,6.053541035688724
mDWSHx,1198067.7824238315,12534,0.1478450857283096,641276.0019,0.07916315676693024,Sorex nanus,Dwarf Shrew,6.078481389589093,5.8070449878707455
mDZRAx,37138.97641839648,312,0.004583058849417462,11307.5343,0.0013958733958329664,Dipodomys simulans,Dulzura Kangaroo Rat,4.569829930045441,4.053367913798291
mEACHx,2812661.505592802,30099,0.34709069680331006,982584.7803,0.12129646637208522,Tamias striatus,Eastern Chipmunk,6.449117469421261,5.992370032867277
mEACOx,5349652.179648129,54365,0.6601628027394181,770242.2849,0.095083568646571,Sylvilagus floridanus,Eastern Cottontail,6.728325546251125,5.8866273569180425
mEAMOa,474.401600598,2,5.8542551881464766e-05,7.1955,8.882579307954086e-07,Scalopus aquaticus anastasae,Anastasia Island Mole,2.6761461456380498,0.8570609775215784
mEAMOt,930.7032861894,8,0.0001148515210515974,23.641199999999998,2.918418927596472e-06,Scalopus aquaticus texanus,Presidio Mole,2.9688112473515638,1.3736695170548814
mEAMOx,3551014.291512175,36352,0.4382056007623655,1406622.0726,0.1736423058326489,Scalopus aquaticus,Eastern Mole,6.550352420178942,6.1481774280448045
mEAPIx,4169546.9132463457,43174,0.5145343442839019,3030968.6478,0.3741618983254236,Pipistrellus subflavus,Eastern Pipistrelle,6.62008886462177,6.481581444068752
mEAWOs,3602.6789803620004,3,0.00044458117521999383,15.409799999999999,1.9022829632368964e-06,Neotoma floridana smalli,Key Largo Woodrat,3.556625565683874,1.1877970021538484
mEAWOx,1596145.294094628,15564,0.19696902070335157,387617.6259,0.047849965995658786,Neotoma floridana,Eastern Woodrat,6.203072421821419,5.588403517235962
mEBSQx,3604281.237810946,37234,0.4447788984985708,1250668.5237,0.15439041553369612,Sciurus carolinensis,Eastern Gray Squirrel,6.556818671115031,6.097142219842426
mEFSQa,11455.488171523104,61,0.0014136409104934299,3909.1113,0.0004825653692706483,Sciurus niger avicennia,Mangrove Fox Squirrel,4.059013601223476,3.592078035816669
mEFSQc,9900.229010367299,80,0.0012217173587678102,1959.6779999999999,0.00024191501984647138,Sciurus niger cinereus,Delmarva Fox Squirrel,3.995645240737801,3.2921847171159047
mEFSQx,4548766.30993361,46289,0.5613311324419467,862030.6092,0.10641449867421271,Sciurus niger,Eastern Fox Squirrel,6.657893625791647,5.93552268713636
mEHMOx,1313774.887300835,13457,0.16212368255803666,371826.1116,0.045900561810231215,Reithrodontomys humulis,Eastern Harvest Mouse,6.118520956107695,5.570339884966817
mEHVOx,10959.027194051701,80,0.0013523761666685652,4516.2837,0.0005575185621912351,Phenacomys ungava,Eastern Heather Vole,4.039772004603989,3.65478121524465
mELK1r,132251.56965852427,1592,0.016320232411483875,61951.7295,0.007647712466801039,Cervus elaphus roosevelti,Roosevelt Elk,5.121400835262914,4.792053435035278
mELK1t,31413.564763317605,339,0.0038765262229725015,13401.494999999999,0.0016543651196254624,Cervus elaphus nannodes,Tule Elk,4.497117222269042,4.127153248665891
mELK1x,1724259.7150745632,18511,0.2127787168079336,124699.158,0.015393651039817904,Cervus elaphus,Elk,6.236602681632931,5.095863521023143
mERBAx,5117985.769661376,52761,0.6315744868299726,2244870.3762,0.2771209666134838,Lasiurus borealis,Eastern Red Bat,6.709099074015776,6.351191268935632
mERMIx,2600305.388757254,26807,0.320885327825801,868052.385,0.10715786468238753,Mustela erminea,Ermine,6.415024355995289,5.938545934658
mESFMx,1266801.6026857807,14268,0.1563270411720185,729574.5348,0.09006328492008489,Myotis leibii,Eastern Small-footed Myotis,6.102708604145051,5.863069666892662
mESSKx,3017010.3538103933,30343,0.3723079452982898,1692113.8562999999,0.2088852133510218,Spilogale putorius,Eastern Spotted Skunk,6.47957680059428,6.228429581811292
mESTSx,668881.3344955923,6795,0.08254192266192088,329053.1778,0.040620400922004266,Blarina hylophaga,Elliot's Short-tailed Shrew,5.825349076893475,5.5172660893142265
mEVBAx,2342969.587651611,23459,0.28912933360445914,1917532.9107,0.23671236404565063,Nycticeius humeralis,Evening Bat,6.369766651379375,6.282742826499897
mFADEx,24602.905648863787,200,0.003036070870266501,7557.5916,0.0009329568030592401,Dama dama,Fallow Deer,4.390986401117532,3.8783834196452185
mFBBAx,31923.519569370594,133,0.00393945614490558,19594.62,0.0024188835544329554,Eumops floridanus,Florida Bonneted Bat,4.504110766303159,4.292136845588893
mFGSQx,1208294.8529221672,12741,0.14910713628734967,140832.8082,0.0173852906399609,Poliocitellus franklinii,Franklin's Ground Squirrel,6.082172925486932,5.148703839184268
mFHMOx,971821.7286280602,9267,0.11992565770441634,202346.90099999998,0.024978978470589035,Reithrodontomys fulvescens,Fulvous Harvest Mouse,5.987586605076617,5.306096557435737
mFISHx,837027.2163344121,9201,0.10329161869750642,141232.79069999998,0.017434667004050174,Martes pennanti,Fisher,5.922739579512598,5.149935540673007
mFLDEx,97712.3902589131,755,0.01205799615554347,5883.525,0.0007262994569221119,Podomys floridanus,Florida Deermouse,4.989949637207976,3.7696376031775225
mFOSHx,88265.0217958519,1045,0.010892163119367144,64957.2345,0.008018730971740967,Sorex sonomae,Fog Shrew,4.945788632789226,4.8126275269019
mFRMYx,2838748.110658961,29303,0.35030986054258034,1885543.2639,0.23276336015802032,Myotis thysanodes,Fringed Myotis,6.4531268581813235,6.2754365017681435
mGBBAx,549836.3041937272,5680,0.06785141602388982,192611.2419,0.023777147269547345,Eumops perotis,Greater Bonneted Bat,5.740233411736038,5.284681631452347
mGBPMx,967769.7864014246,9523,0.1194256361241255,582937.6905,0.07196150743467228,Perognathus parvus,Great Basin Pocket Mouse,5.985772059388678,5.765622136031381
mGCCHx,155423.49172154942,1644,0.019179715701291365,22528.9521,0.0027811160274247623,Tamias cinereicollis,Gray-collared Chipmunk,5.191516661530388,4.352740991645202
mGCKRx,86653.68613630623,688,0.010693319562919405,45361.0818,0.005599658211147144,Dipodomys compactus,Gulf Coast Kangaroo Rat,4.937787041771314,4.6566834033400575
mGEMSx,8189.926014779503,67,0.0010106609421663244,5237.2404,0.0006465180071964587,Oryx gazella,Gemsbok,3.9132799784981307,3.7191025093601886
mGFCHx,26323.815490499193,246,0.0032484362028460485,12721.5441,0.0015704276893598137,Tamias canipes,Gray-footed Chipmunk,4.420348838071626,4.104539827775492
mGFSEx,47827.24514423057,165,0.005902022625290982,35092.0395,0.004331982821716454,Arctocephalus townsendi,Guadalupe Fur Seal,4.679675366171663,4.545208609533624
mGKRAx,15612.495907407594,161,0.0019266278834355573,2294.217,0.0002832126252818637,Dipodomys ingens,Giant Kangaroo Rat,4.193472337538123,3.3606344935327583
mGMGSb,1417.0785989147,19,0.0001748716642028694,220.63049999999998,2.7236021318929388e-05,Callospermophilus lateralis bernardinus,San Bernardino Golden-mantled Ground Squirrel,3.151393939258231,2.343665549201599
mGMGSx,1671392.9828183558,17810,0.20625480666089524,646845.5484,0.07985069673629426,Callospermophilus lateralis,Golden-mantled Ground Squirrel,6.223078574491641,5.810800593674526
mGOMOx,1443119.1209448075,15081,0.1780851411600431,506200.9068,0.06248863456895664,Ochrotomys nuttalli,Golden Mouse,6.159302181012968,5.704322918810942
mGPDOx,390454.11910670093,4184,0.04818318592585294,156922.7058,0.019371529143037268,Cynomys gunnisoni,Gunnison's Prairie Dog,5.591570008790924,5.195685788011398
mGRFOx,6150588.966503751,63038,0.7590007563617579,2717891.9361,0.3355137332062696,Urocyon cinereoargenteus,Gray Fox,6.788916704825095,6.434232185108597
mGRMYx,715211.7327014271,8254,0.08825922997546083,402763.6809,0.049719690611601176,Myotis grisescens,Gray Myotis,5.854434630236537,5.605050301266219
mGRWOb,37932.93514824257,391,0.004681035690294825,25109.7255,0.0030997029831798637,Canis lupus baileyi,Mexican Wolf,4.579016448538986,4.39984196502328
mGRWOr,10488.564849865903,81,0.0012943197306066823,2904.687,0.0003585728947576017,Canis lupus rufus,Red Wolf,4.020716067752801,3.4630993410304827
mGRWOx,656739.8749230657,6821,0.0810436308643271,475134.86069999996,0.05865364578057768,Canis lupus,Gray Wolf,5.8173933859134745,5.676816895824861
mGTVOx,12329.454628532105,154,0.001521490940062502,7838.1548999999995,0.0009675913074460278,Microtus canicaudus,Gray-tailed Vole,4.090943866777615,3.8942138418864722
mHASEx,128624.0022373684,803,0.015872579929517475,70253.1918,0.00867249736363574,Phoca vitulina,Harbor Seal,5.10932201887264,4.8466660602445595
mHASQx,205947.26248781892,2145,0.025414497514006932,110661.1632,0.013660712367930655,Ammospermophilus harrisii,Harris' Antelope Squirrel,5.31375602355956,5.043995230930423
mHCRAx,2766233.5389892673,26728,0.34136134926271955,1052318.3409,0.12990481718100083,Sigmodon hispidus,Hispid Cotton Rat,6.441888842589215,6.0221471398008894
mHITAx,1903.4902115705995,19,0.00023489628687227063,737.5482,9.104760447416834e-05,Hemitragus jemlahicus,Himalayan Tahr,3.279550647858132,2.8677904074434344
mHKRAm,503.13855217180003,3,6.208877616971271e-05,240.0822,2.9637261926594323e-05,Dipodomys heermanni morroensis,Morro Bay Kangaroo Rat,2.7016875957077984,2.380359962104744
mHKRAx,79652.22145138313,799,0.009829318241999152,33209.5095,0.004099591437870956,Dipodomys heermanni,Heermann's Kangaroo Rat,4.901197892511589,4.521262461174522
mHOBAx,7228933.763212335,76094,0.8920716737613692,5190909.8012999995,0.6407986657005551,Lasiurus cinereus,Hoary Bat,6.859074245440956,6.715243482522074
mHOCHx,151732.22065808656,1691,0.018724202002625662,63949.023,0.007894270981358904,Tamias rufus,Hopi Chipmunk,5.181077813932126,4.805833913803726
mHOMAx,186274.39121575537,2190,0.022986807376262037,13780.8972,0.0017012009216004782,Marmota caligata,Hoary Marmot,5.270153152705403,4.139277493066884
mHOMOx,8103534.673896484,82717,0.9999999967787494,173538.7542,0.021422719021402966,Mus musculus,House Mouse,6.908674494745961,5.239396475413773
mHORSx,275947.9595744912,2518,0.03405278928150837,174919.3389,0.02159314710964003,Equus caballus,Horse,5.440827187135418,5.242837827278899
mHOSKx,112100.26581966876,1230,0.013833502288781309,25462.8252,0.0031432918385598204,Mephitis macroura,Hooded Skunk,5.049606642424397,4.405906588661677
mHPMOx,1782335.6858906164,17114,0.21994546230432213,892118.2239,0.11012870371569579,Chaetodipus hispidus,Hispid Pocket Mouse,6.250989502619114,5.950422411085971
mHTMOx,542364.996473142,6126,0.06692943469139978,355489.497,0.04388386700364403,Parascalops breweri,Hairy-tailed Mole,5.734291652966116,5.55082677394813
mIGSQb,1800.7724968440998,20,0.00022222061896570884,130.1967,1.6072302319281576e-05,Urocitellus brunneus brunneus,Northern Idaho Ground Squirrel,3.25545884907373,2.114599976628848
mIGSQe,1567.1717413286,22,0.00019339359913256125,765.3627,9.448120189145815e-05,Urocitellus brunneus endemicus,Southern Idaho Ground Squirrel,3.195116592016988,2.8838672930349363
mIGSQx,3367.9442381727004,42,0.00041561421809827015,895.5594,0.00011055350421073973,Urocitellus brunneus,Idaho Ground Squirrel,3.5273648924314207,2.95209439670284
mINMYx,690678.5400175916,7791,0.08523176188998012,320452.029,0.039558620832288276,Myotis sodalis,Indiana Myotis,5.83927596230884,5.505763025742879
mINSHx,116329.33688965815,1004,0.014355382088961519,24575.5602,0.0030337622474310333,Sorex tenellus,Inyo Shrew,5.065689252498126,4.390503426361582
mIPGOx,128416.7954135313,1322,0.015847009998430847,62597.8881,0.007727478362291506,Thomomys idahoensis,Idaho Pocket Gopher,5.10862182808176,4.796559681421485
mISFOc,3924.625,2,0.0004843102603114663,179.2449,2.2127121670437072e-05,Urocyon littoralis catalinae,Santa Catalina Island Fox,3.593798165995624,2.253446807668332
mISFOd,2439.7900774699997,1,0.00030107726662415593,36.8181,4.545058623003049e-06,Urocyon littoralis dickeyi,San Nicolas Island Fox,3.387352460716432,1.5660613729565225
mISFOl,4031.2062532200007,1,0.0004974627002238913,135.6786,1.6749022651548597e-05,Urocyon littoralis clementae,San Clemente Island Fox,3.6054350190272206,2.1325113536669758
mISFOr,1413.7730825009999,2,0.00017446375376179975,208.1529,2.5695707628804617e-05,Urocyon littoralis santarosae,Santa Rosa Island Fox,3.1503797086645298,2.318382465884454
mISFOs,3945.6250000001005,3,0.00048690172203496587,242.4564,2.9930348158168842e-05,Urocyon littoralis santacruzae,Santa Cruz Island Fox,3.59611580667144,2.3846336524564906
mISFOx,16528.2648417851,10,0.002039636461578316,836.9037,0.00010331267442665853,Urocyon littoralis,Island Fox,4.218227263178711,2.9226754879039967
mJAGDc,8009.073942979401,21,0.0009883432649433093,923.5808999999999,0.0001140126550144064,Puma yagouaroundi cacomitli,Gulf Coast Jaguarundi,3.9035823032622163,2.9654749429649567
mJAGDx,8009.073942979401,21,0.0009883432649433093,923.5808999999999,0.0001140126550144064,Puma yagouarondi,Jaguarundi,3.9035823032622163,2.9654749429649567
mJAGUx,115169.21610252111,1169,0.014212219773985926,28208.8044,0.0034822728408806084,Panthera onca,Jaguar,5.061336410828488,4.45038467943838
mJFEBx,16455.052448807997,8,0.002030601837098075,451.7298,5.576437737844817e-05,Artibeus jamaicensis,Jamaican Fruit-eating Bat,4.216299270902139,2.654878741322229
mKEMYx,27744.98924493635,250,0.0034238132212769264,12592.501199999999,0.0015544978193941632,Myotis keenii,Keen's Myotis,4.443184560800367,4.100112000915761
mKIFOm,32962.81327036856,298,0.004067708042314986,10827.485999999999,0.0013366132040964847,Vulpes macrotis mutica,Kit Fox - San Joaquin Valley Population,4.518024270247707,4.034527630857047
mKIFOx,1317407.421778058,12753,0.16257194798932098,824253.7959,0.10175109043101871,Vulpes macrotis,Kit Fox,6.119720105764199,5.916060955857202
mKJPGx,56459.57164354532,494,0.00696727708755851,25167.142799999998,0.003106790937052403,Geomys knoxjonesi,Knox Jones's Pocket Gopher,4.751737578848976,4.400833913338265
mLBMYx,5872073.908002565,62162,0.724631179527443,2291753.6837999998,0.2829085379841489,Myotis lucifugus,Little Brown Myotis,6.768791513126625,6.360167938114291
mLECHa,5602.1400825863,76,0.0006913205520778852,5269.6377,0.000650517334367796,Tamias minimus arizonensis,White Mountains Chipmunk,3.7483539642400685,3.7217807574706896
mLECHc,6356.2195878365,61,0.0007843761794265532,300.7107,3.712162659301493e-05,Tamias minimus chuskaensis,Chuska Mountain Chipmunk,3.8031988923330715,2.4781488816032797
mLECHt,3454.4041544969,37,0.0004262836258968447,377.6139,4.661504293705571e-05,Tamias minimus atristriatus,Penasco Chipmunk,3.538373147301988,2.5770479723373434
mLECHx,1956243.5324387087,19644,0.24140620172067737,1285672.5297,0.15871153094459323,Tamias minimus,Least Chipmunk,6.291422919066461,6.109130364657568
mLEMYx,2715468.3130720714,28390,0.3350967711746914,1327664.3328,0.16389526412949687,Myotis evotis,Long-eared Myotis,6.433844739355404,6.123088288255341
mLEWEx,2381780.824122687,24986,0.29391875425950686,845775.7074,0.10440789101134695,Mustela nivalis,Least Weasel,6.37690179440386,5.9272552070657385
mLLMYx,2938218.8251512554,30526,0.3625848390766137,1776198.7854,0.21926518765905387,Myotis volans,Long-legged Myotis,6.468084136933045,6.249491568746175
mLOCHc,1761.1722929535,18,0.00021733383741214804,496.7208,6.131835035661733e-05,Tamias speciosus callipeplus,Mt. Pinos Lodgepole Chipmunk,3.245801844450413,2.6961123462969896
mLOCHx,84282.75004094832,920,0.010400739080064446,27136.6839,0.0033499235202088915,Tamias speciosus,Lodgepole Chipmunk,4.925738697654192,4.433556775824758
